Border,Date,Measure,Value,Average
US-Canada Border,03/01/2011 12:00:00 AM,Truck Containers Full,613,2689
US-Canada Border,03/01/2011 12:00:00 AM,Truck Containers Empty,448,1040
US-Canada Border,03/01/2011 12:00:00 AM,Pedestrians,32,136
US-Canada Border,03/01/2011 12:00:00 AM,Buses,28,69
US-Mexico Border,03/01/2011 12:00:00 AM,Buses,15,115
US-Mexico Border,03/01/2011 12:00:00 AM,Trains,0,4
US-Canada Border,03/01/2011 12:00:00 AM,Trains,0,12
US-Mexico Border,03/01/2011 12:00:00 AM,Train Passengers,0,2
US-Canada Border,03/01/2011 12:00:00 AM,Train Passengers,0,65
US-Mexico Border,03/01/2011 12:00:00 AM,Rail Containers Full,0,170
US-Mexico Border,03/01/2011 12:00:00 AM,Rail Containers Empty,0,200
US-Canada Border,03/01/2011 12:00:00 AM,Rail Containers Empty,0,287
US-Mexico Border,03/01/2011 12:00:00 AM,Bus Passengers,0,1318
US-Mexico Border,03/01/2010 12:00:00 AM,Pedestrians,359101,382790
US-Canada Border,03/01/2010 12:00:00 AM,Trucks,133671,137356
US-Canada Border,03/01/2010 12:00:00 AM,Personal Vehicle Passengers,118084,143125
US-Mexico Border,03/01/2010 12:00:00 AM,Personal Vehicle Passengers,90373,154824
US-Mexico Border,03/01/2010 12:00:00 AM,Personal Vehicles,35694,68976
US-Mexico Border,03/01/2010 12:00:00 AM,Truck Containers Empty,34805,35833
US-Canada Border,03/01/2010 12:00:00 AM,Rail Containers Full,7410,8086
US-Canada Border,03/01/2010 12:00:00 AM,Bus Passengers,2873,3786
US-Canada Border,03/01/2010 12:00:00 AM,Personal Vehicles,808,13278
US-Canada Border,03/01/2010 12:00:00 AM,Truck Containers Full,626,2868
US-Mexico Border,03/01/2010 12:00:00 AM,Rail Containers Full,571,747
US-Mexico Border,03/01/2010 12:00:00 AM,Truck Containers Full,450,2219
US-Mexico Border,03/01/2010 12:00:00 AM,Buses,26,142
US-Canada Border,03/01/2010 12:00:00 AM,Truck Containers Empty,25,612
US-Canada Border,03/01/2010 12:00:00 AM,Buses,16,63
US-Mexico Border,03/01/2010 12:00:00 AM,Trucks,0,2574
US-Mexico Border,03/01/2010 12:00:00 AM,Trains,0,4
US-Canada Border,03/01/2010 12:00:00 AM,Trains,0,13
US-Mexico Border,03/01/2010 12:00:00 AM,Train Passengers,0,2
US-Canada Border,03/01/2010 12:00:00 AM,Train Passengers,0,73
US-Mexico Border,03/01/2010 12:00:00 AM,Rail Containers Empty,0,214
US-Canada Border,03/01/2010 12:00:00 AM,Rail Containers Empty,0,315
US-Canada Border,03/01/2010 12:00:00 AM,Pedestrians,0,141
US-Mexico Border,03/01/2010 12:00:00 AM,Bus Passengers,0,1352
US-Mexico Border,03/01/2009 12:00:00 AM,Personal Vehicle Passengers,989045,1071491
US-Mexico Border,03/01/2009 12:00:00 AM,Pedestrians,113719,137867
US-Mexico Border,03/01/2009 12:00:00 AM,Personal Vehicles,70919,109537
US-Mexico Border,03/01/2009 12:00:00 AM,Trucks,52797,55434
US-Mexico Border,03/01/2009 12:00:00 AM,Bus Passengers,36827,38429
US-Canada Border,03/01/2009 12:00:00 AM,Pedestrians,14001,14233
US-Mexico Border,03/01/2009 12:00:00 AM,Truck Containers Full,9021,10572
US-Canada Border,03/01/2009 12:00:00 AM,Personal Vehicles,3717,16217
US-Mexico Border,03/01/2009 12:00:00 AM,Truck Containers Empty,3619,4455
US-Canada Border,03/01/2009 12:00:00 AM,Rail Containers Full,1293,1829
US-Canada Border,03/01/2009 12:00:00 AM,Personal Vehicle Passengers,468,24750
US-Canada Border,03/01/2009 12:00:00 AM,Train Passengers,78,143
US-Canada Border,03/01/2009 12:00:00 AM,Truck Containers Empty,48,615
US-Mexico Border,03/01/2009 12:00:00 AM,Trains,41,46
US-Canada Border,03/01/2009 12:00:00 AM,Truck Containers Full,11,2000
US-Canada Border,03/01/2009 12:00:00 AM,Trucks,7,2683
US-Canada Border,03/01/2009 12:00:00 AM,Buses,6,56
US-Mexico Border,03/01/2009 12:00:00 AM,Buses,4,131
US-Canada Border,03/01/2009 12:00:00 AM,Trains,0,13
US-Mexico Border,03/01/2009 12:00:00 AM,Train Passengers,0,2
US-Mexico Border,03/01/2009 12:00:00 AM,Rail Containers Full,0,133
US-Mexico Border,03/01/2009 12:00:00 AM,Rail Containers Empty,0,185
US-Canada Border,03/01/2009 12:00:00 AM,Rail Containers Empty,0,311
US-Canada Border,03/01/2009 12:00:00 AM,Bus Passengers,0,951
US-Mexico Border,03/01/2008 12:00:00 AM,Personal Vehicle Passengers,2217164,2329674
US-Canada Border,03/01/2008 12:00:00 AM,Personal Vehicle Passengers,260208,293517
US-Mexico Border,03/01/2008 12:00:00 AM,Pedestrians,248974,278771
US-Mexico Border,03/01/2008 12:00:00 AM,Personal Vehicles,218672,267391
US-Mexico Border,03/01/2008 12:00:00 AM,Trucks,18083,21000
US-Mexico Border,03/01/2008 12:00:00 AM,Truck Containers Full,15802,17678
US-Canada Border,03/01/2008 12:00:00 AM,Personal Vehicles,11741,27191
US-Mexico Border,03/01/2008 12:00:00 AM,Truck Containers Empty,3233,4255
US-Mexico Border,03/01/2008 12:00:00 AM,Bus Passengers,852,3003
US-Canada Border,03/01/2008 12:00:00 AM,Truck Containers Full,663,3491
US-Canada Border,03/01/2008 12:00:00 AM,Truck Containers Empty,309,951
US-Canada Border,03/01/2008 12:00:00 AM,Trucks,187,3666
US-Mexico Border,03/01/2008 12:00:00 AM,Buses,115,274
US-Mexico Border,03/01/2008 12:00:00 AM,Rail Containers Empty,31,289
US-Canada Border,03/01/2008 12:00:00 AM,Buses,10,71
US-Mexico Border,03/01/2008 12:00:00 AM,Trains,0,6
US-Canada Border,03/01/2008 12:00:00 AM,Trains,0,18
US-Mexico Border,03/01/2008 12:00:00 AM,Train Passengers,0,11
US-Canada Border,03/01/2008 12:00:00 AM,Train Passengers,0,86
US-Mexico Border,03/01/2008 12:00:00 AM,Rail Containers Full,0,201
US-Canada Border,03/01/2008 12:00:00 AM,Rail Containers Full,0,819
US-Canada Border,03/01/2008 12:00:00 AM,Rail Containers Empty,0,332
US-Canada Border,03/01/2008 12:00:00 AM,Pedestrians,0,161
US-Canada Border,03/01/2008 12:00:00 AM,Bus Passengers,0,1675
US-Mexico Border,03/01/2007 12:00:00 AM,Personal Vehicle Passengers,649023,763342
US-Mexico Border,03/01/2007 12:00:00 AM,Pedestrians,283692,316653
US-Mexico Border,03/01/2007 12:00:00 AM,Personal Vehicles,49674,104391
US-Mexico Border,03/01/2007 12:00:00 AM,Bus Passengers,24961,27179
US-Canada Border,03/01/2007 12:00:00 AM,Personal Vehicles,14841,31592
US-Canada Border,03/01/2007 12:00:00 AM,Trucks,12618,17095
US-Canada Border,03/01/2007 12:00:00 AM,Truck Containers Empty,9341,10073
US-Mexico Border,03/01/2007 12:00:00 AM,Truck Containers Empty,8652,9841
US-Mexico Border,03/01/2007 12:00:00 AM,Trucks,6718,10036
US-Canada Border,03/01/2007 12:00:00 AM,Personal Vehicle Passengers,4016,36044
US-Canada Border,03/01/2007 12:00:00 AM,Bus Passengers,714,2439
US-Canada Border,03/01/2007 12:00:00 AM,Trains,21,41
US-Mexico Border,03/01/2007 12:00:00 AM,Rail Containers Empty,4,293
US-Canada Border,03/01/2007 12:00:00 AM,Buses,2,69
US-Mexico Border,03/01/2007 12:00:00 AM,Trains,1,8
US-Mexico Border,03/01/2007 12:00:00 AM,Truck Containers Full,0,2077
US-Canada Border,03/01/2007 12:00:00 AM,Truck Containers Full,0,3623
US-Mexico Border,03/01/2007 12:00:00 AM,Train Passengers,0,14
US-Canada Border,03/01/2007 12:00:00 AM,Train Passengers,0,75
US-Mexico Border,03/01/2007 12:00:00 AM,Rail Containers Full,0,241
US-Canada Border,03/01/2007 12:00:00 AM,Rail Containers Full,0,941
US-Canada Border,03/01/2007 12:00:00 AM,Rail Containers Empty,0,344
US-Canada Border,03/01/2007 12:00:00 AM,Pedestrians,0,179
US-Mexico Border,03/01/2007 12:00:00 AM,Buses,0,163
US-Canada Border,03/01/2006 12:00:00 AM,Personal Vehicles,460655,483614
US-Mexico Border,03/01/2006 12:00:00 AM,Personal Vehicle Passengers,117547,248110
US-Mexico Border,03/01/2006 12:00:00 AM,Personal Vehicles,19865,84593
US-Canada Border,03/01/2006 12:00:00 AM,Personal Vehicle Passengers,10458,50331
US-Mexico Border,03/01/2006 12:00:00 AM,Rail Containers Empty,7856,8214
US-Canada Border,03/01/2006 12:00:00 AM,Truck Containers Full,1939,6307
US-Canada Border,03/01/2006 12:00:00 AM,Trucks,1769,6708
US-Mexico Border,03/01/2006 12:00:00 AM,Bus Passengers,1422,3764
US-Mexico Border,03/01/2006 12:00:00 AM,Pedestrians,1225,33119
US-Canada Border,03/01/2006 12:00:00 AM,Truck Containers Empty,220,967
US-Mexico Border,03/01/2006 12:00:00 AM,Trucks,157,3672
US-Mexico Border,03/01/2006 12:00:00 AM,Truck Containers Full,151,2473
US-Mexico Border,03/01/2006 12:00:00 AM,Buses,90,272
US-Canada Border,03/01/2006 12:00:00 AM,Rail Containers Empty,77,441
US-Mexico Border,03/01/2006 12:00:00 AM,Truck Containers Empty,69,1245
US-Mexico Border,03/01/2006 12:00:00 AM,Trains,12,19
US-Canada Border,03/01/2006 12:00:00 AM,Buses,2,77
US-Canada Border,03/01/2006 12:00:00 AM,Trains,0,23
US-Mexico Border,03/01/2006 12:00:00 AM,Train Passengers,0,16
US-Canada Border,03/01/2006 12:00:00 AM,Train Passengers,0,102
US-Mexico Border,03/01/2006 12:00:00 AM,Rail Containers Full,0,284
US-Canada Border,03/01/2006 12:00:00 AM,Rail Containers Full,0,1073
US-Canada Border,03/01/2006 12:00:00 AM,Pedestrians,0,216
US-Canada Border,03/01/2006 12:00:00 AM,Bus Passengers,0,1977
US-Mexico Border,03/01/2005 12:00:00 AM,Pedestrians,199206,242173
US-Mexico Border,03/01/2005 12:00:00 AM,Personal Vehicle Passengers,155801,306922
US-Mexico Border,03/01/2005 12:00:00 AM,Personal Vehicles,109796,182900
US-Mexico Border,03/01/2005 12:00:00 AM,Truck Containers Empty,37625,39225
US-Mexico Border,03/01/2005 12:00:00 AM,Truck Containers Full,33810,36442
US-Canada Border,03/01/2005 12:00:00 AM,Personal Vehicle Passengers,6070,49342
US-Canada Border,03/01/2005 12:00:00 AM,Rail Containers Empty,3034,3424
US-Canada Border,03/01/2005 12:00:00 AM,Personal Vehicles,2623,23886
US-Canada Border,03/01/2005 12:00:00 AM,Train Passengers,1263,1393
US-Canada Border,03/01/2005 12:00:00 AM,Buses,843,939
US-Mexico Border,03/01/2005 12:00:00 AM,Bus Passengers,39,2999
US-Canada Border,03/01/2005 12:00:00 AM,Rail Containers Full,29,1226
US-Mexico Border,03/01/2005 12:00:00 AM,Buses,22,234
US-Canada Border,03/01/2005 12:00:00 AM,Bus Passengers,22,2187
US-Mexico Border,03/01/2005 12:00:00 AM,Trucks,0,3616
US-Canada Border,03/01/2005 12:00:00 AM,Trucks,0,5375
US-Canada Border,03/01/2005 12:00:00 AM,Truck Containers Full,0,4508
US-Canada Border,03/01/2005 12:00:00 AM,Truck Containers Empty,0,759
US-Mexico Border,03/01/2005 12:00:00 AM,Trains,0,7
US-Canada Border,03/01/2005 12:00:00 AM,Trains,0,25
US-Mexico Border,03/01/2005 12:00:00 AM,Train Passengers,0,14
US-Mexico Border,03/01/2005 12:00:00 AM,Rail Containers Full,0,260
US-Mexico Border,03/01/2005 12:00:00 AM,Rail Containers Empty,0,301
US-Canada Border,03/01/2005 12:00:00 AM,Pedestrians,0,261
US-Mexico Border,03/01/2004 12:00:00 AM,Personal Vehicles,1565500,1661999
US-Canada Border,03/01/2004 12:00:00 AM,Personal Vehicle Passengers,62517,111548
US-Mexico Border,03/01/2004 12:00:00 AM,Pedestrians,37487,83422
US-Mexico Border,03/01/2004 12:00:00 AM,Personal Vehicle Passengers,36334,202204
US-Canada Border,03/01/2004 12:00:00 AM,Truck Containers Full,4061,9457
US-Mexico Border,03/01/2004 12:00:00 AM,Truck Containers Empty,3358,4937
US-Mexico Border,03/01/2004 12:00:00 AM,Trucks,2425,6747
US-Mexico Border,03/01/2004 12:00:00 AM,Bus Passengers,1034,4059
US-Mexico Border,03/01/2004 12:00:00 AM,Rail Containers Empty,679,1014
US-Mexico Border,03/01/2004 12:00:00 AM,Train Passengers,588,606
US-Mexico Border,03/01/2004 12:00:00 AM,Buses,547,787
US-Canada Border,03/01/2004 12:00:00 AM,Personal Vehicles,268,23813
US-Mexico Border,03/01/2004 12:00:00 AM,Truck Containers Full,215,2953
US-Canada Border,03/01/2004 12:00:00 AM,Trucks,103,6514
US-Canada Border,03/01/2004 12:00:00 AM,Truck Containers Empty,0,900
US-Mexico Border,03/01/2004 12:00:00 AM,Trains,0,7
US-Canada Border,03/01/2004 12:00:00 AM,Trains,0,31
US-Canada Border,03/01/2004 12:00:00 AM,Train Passengers,0,149
US-Mexico Border,03/01/2004 12:00:00 AM,Rail Containers Full,0,259
US-Canada Border,03/01/2004 12:00:00 AM,Rail Containers Full,0,1340
US-Canada Border,03/01/2004 12:00:00 AM,Rail Containers Empty,0,429
US-Canada Border,03/01/2004 12:00:00 AM,Pedestrians,0,299
US-Canada Border,03/01/2004 12:00:00 AM,Buses,0,119
US-Canada Border,03/01/2004 12:00:00 AM,Bus Passengers,0,2829
US-Mexico Border,03/01/2003 12:00:00 AM,Personal Vehicle Passengers,151945,340986
US-Canada Border,03/01/2003 12:00:00 AM,Trucks,100006,107971
US-Mexico Border,03/01/2003 12:00:00 AM,Personal Vehicles,63142,149631
US-Mexico Border,03/01/2003 12:00:00 AM,Pedestrians,58869,110893
US-Mexico Border,03/01/2003 12:00:00 AM,Bus Passengers,58740,63093
US-Canada Border,03/01/2003 12:00:00 AM,Bus Passengers,9235,12487
US-Canada Border,03/01/2003 12:00:00 AM,Truck Containers Full,5758,11533
US-Mexico Border,03/01/2003 12:00:00 AM,Trucks,4835,9179
US-Canada Border,03/01/2003 12:00:00 AM,Personal Vehicle Passengers,3251,57678
US-Mexico Border,03/01/2003 12:00:00 AM,Truck Containers Full,1329,4008
US-Canada Border,03/01/2003 12:00:00 AM,Personal Vehicles,1298,27379
US-Mexico Border,03/01/2003 12:00:00 AM,Truck Containers Empty,603,2282
US-Canada Border,03/01/2003 12:00:00 AM,Rail Containers Empty,534,997
US-Mexico Border,03/01/2003 12:00:00 AM,Trains,84,92
US-Canada Border,03/01/2003 12:00:00 AM,Pedestrians,13,448
US-Canada Border,03/01/2003 12:00:00 AM,Truck Containers Empty,4,980
US-Mexico Border,03/01/2003 12:00:00 AM,Buses,2,296
US-Canada Border,03/01/2003 12:00:00 AM,Buses,2,134
US-Canada Border,03/01/2003 12:00:00 AM,Trains,0,32
US-Mexico Border,03/01/2003 12:00:00 AM,Train Passengers,0,12
US-Canada Border,03/01/2003 12:00:00 AM,Train Passengers,0,182
US-Mexico Border,03/01/2003 12:00:00 AM,Rail Containers Full,0,282
US-Canada Border,03/01/2003 12:00:00 AM,Rail Containers Full,0,1428
US-Mexico Border,03/01/2003 12:00:00 AM,Rail Containers Empty,0,332
US-Mexico Border,03/01/2002 12:00:00 AM,Personal Vehicle Passengers,797199,1036239
US-Canada Border,03/01/2002 12:00:00 AM,Personal Vehicles,594257,635897
US-Mexico Border,03/01/2002 12:00:00 AM,Personal Vehicles,321558,427917
US-Mexico Border,03/01/2002 12:00:00 AM,Bus Passengers,39122,44667
US-Canada Border,03/01/2002 12:00:00 AM,Truck Containers Empty,12983,14321
US-Canada Border,03/01/2002 12:00:00 AM,Truck Containers Full,10386,16986
US-Mexico Border,03/01/2002 12:00:00 AM,Pedestrians,8443,69201
US-Canada Border,03/01/2002 12:00:00 AM,Bus Passengers,8194,11824
US-Canada Border,03/01/2002 12:00:00 AM,Personal Vehicle Passengers,4567,77294
US-Mexico Border,03/01/2002 12:00:00 AM,Rail Containers Empty,2840,3297
US-Mexico Border,03/01/2002 12:00:00 AM,Trucks,2063,7208
US-Canada Border,03/01/2002 12:00:00 AM,Buses,313,457
US-Mexico Border,03/01/2002 12:00:00 AM,Truck Containers Full,267,3176
US-Canada Border,03/01/2002 12:00:00 AM,Trucks,192,7874
US-Mexico Border,03/01/2002 12:00:00 AM,Trains,150,161
US-Mexico Border,03/01/2002 12:00:00 AM,Truck Containers Empty,100,2317
US-Mexico Border,03/01/2002 12:00:00 AM,Buses,10,358
US-Canada Border,03/01/2002 12:00:00 AM,Trains,0,38
US-Mexico Border,03/01/2002 12:00:00 AM,Train Passengers,0,23
US-Canada Border,03/01/2002 12:00:00 AM,Train Passengers,0,227
US-Mexico Border,03/01/2002 12:00:00 AM,Rail Containers Full,0,320
US-Canada Border,03/01/2002 12:00:00 AM,Rail Containers Full,0,1685
US-Canada Border,03/01/2002 12:00:00 AM,Rail Containers Empty,0,492
US-Canada Border,03/01/2002 12:00:00 AM,Pedestrians,0,492
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicles,295393,433103
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,201468,542247
US-Mexico Border,03/01/2001 12:00:00 AM,Trucks,121363,129585
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Empty,30177,33297
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Full,23874,27858
US-Mexico Border,03/01/2001 12:00:00 AM,Pedestrians,23051,104059
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,7225,108730
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,4920,49965
US-Mexico Border,03/01/2001 12:00:00 AM,Bus Passengers,1344,6016
US-Canada Border,03/01/2001 12:00:00 AM,Trucks,480,10108
US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,350,5636
US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,204,490
US-Canada Border,03/01/2001 12:00:00 AM,Buses,109,312
US-Canada Border,03/01/2001 12:00:00 AM,Trains,39,87
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,38,7711
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Empty,4,1432
US-Mexico Border,03/01/2001 12:00:00 AM,Trains,0,10
US-Mexico Border,03/01/2001 12:00:00 AM,Train Passengers,0,27
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Full,0,402
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,0,1971
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,0,448
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Empty,0,652
US-Canada Border,03/01/2001 12:00:00 AM,Pedestrians,0,507
US-Mexico Border,03/01/2001 12:00:00 AM,Buses,0,401
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,166537,580821
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicles,94271,251974
US-Mexico Border,03/01/2000 12:00:00 AM,Trucks,29066,37936
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,18723,159102
US-Mexico Border,03/01/2000 12:00:00 AM,Pedestrians,9300,93452
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Full,2939,7317
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicles,1765,58981
US-Canada Border,03/01/2000 12:00:00 AM,Trucks,946,13700
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Empty,913,4143
US-Canada Border,03/01/2000 12:00:00 AM,Bus Passengers,636,6305
US-Mexico Border,03/01/2000 12:00:00 AM,Train Passengers,161,189
US-Canada Border,03/01/2000 12:00:00 AM,Pedestrians,4,535
US-Mexico Border,03/01/2000 12:00:00 AM,Buses,3,438
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Full,0,9862
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Empty,0,1646
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,0,12
US-Canada Border,03/01/2000 12:00:00 AM,Trains,0,59
US-Canada Border,03/01/2000 12:00:00 AM,Train Passengers,0,348
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Full,0,480
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Full,0,2183
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Empty,0,546
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Empty,0,697
US-Canada Border,03/01/2000 12:00:00 AM,Buses,0,241
US-Mexico Border,03/01/2000 12:00:00 AM,Bus Passengers,0,4777
US-Mexico Border,03/01/1999 12:00:00 AM,Pedestrians,470516,604790
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicles,398717,611677
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,159352,711264
US-Mexico Border,03/01/1999 12:00:00 AM,Bus Passengers,12435,21114
US-Canada Border,03/01/1999 12:00:00 AM,Pedestrians,1240,1908
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Empty,1187,5940
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Full,1001,3817
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicles,591,71657
US-Mexico Border,03/01/1999 12:00:00 AM,Buses,275,929
US-Mexico Border,03/01/1999 12:00:00 AM,Trucks,202,10948
US-Canada Border,03/01/1999 12:00:00 AM,Trains,171,252
US-Canada Border,03/01/1999 12:00:00 AM,Bus Passengers,94,6269
US-Canada Border,03/01/1999 12:00:00 AM,Buses,20,300
US-Canada Border,03/01/1999 12:00:00 AM,Trucks,0,15651
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Full,0,5784
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Full,0,12881
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Empty,0,1934
US-Mexico Border,03/01/1999 12:00:00 AM,Trains,0,14
US-Mexico Border,03/01/1999 12:00:00 AM,Train Passengers,0,47
US-Canada Border,03/01/1999 12:00:00 AM,Train Passengers,0,401
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Full,0,492
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Empty,0,498
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Empty,0,777
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,0,166500
US-Mexico Border,03/01/1998 12:00:00 AM,Personal Vehicles,596701,893137
US-Mexico Border,03/01/1998 12:00:00 AM,Trucks,19914,34269
US-Mexico Border,03/01/1998 12:00:00 AM,Bus Passengers,9170,21745
US-Mexico Border,03/01/1998 12:00:00 AM,Buses,9045,10248
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Full,8088,21571
US-Mexico Border,03/01/1998 12:00:00 AM,Rail Containers Full,7568,8383
US-Mexico Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,7423,746901
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicles,1335,107956
US-Mexico Border,03/01/1998 12:00:00 AM,Pedestrians,1324,164989
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,1314,251879
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Empty,776,7075
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Empty,422,2494
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Full,349,7782
US-Canada Border,03/01/1998 12:00:00 AM,Buses,96,522
US-Canada Border,03/01/1998 12:00:00 AM,Trucks,84,21397
US-Canada Border,03/01/1998 12:00:00 AM,Pedestrians,45,1112
